job_id,job_title,required_skills,rule_ai_tag,rule_reason
AI01920,AI Architect,"NLP, TensorFlow, Scala, Statistics, Spark",1,规则匹配: AI Architect
AI01929,AI Architect,"R, Spark, Git, Hadoop, Tableau",1,规则匹配: AI Architect
AI01930,AI Software Engineer,"Computer Vision, PyTorch, Docker, TensorFlow",1,规则匹配: AI Software Engineer
AI01931,AI Architect,"Python, Kubernetes, Git, Azure, Statistics",1,规则匹配: AI Architect
AI01936,AI Software Engineer,"Mathematics, Python, Data Visualization, TensorFlow, Spark",1,规则匹配: AI Software Engineer
AI01938,AI Software Engineer,"PyTorch, Scala, Java, Deep Learning, Kubernetes",1,规则匹配: AI Software Engineer
AI01939,AI Architect,"PyTorch, Python, R",1,规则匹配: AI Architect
AI01941,AI Product Manager,"Python, Linux, Scala, Hadoop, TensorFlow",0,规则匹配: AI Product Manager
AI01945,AI Architect,"Mathematics, SQL, Data Visualization",1,规则匹配: AI Architect
AI01957,AI Product Manager,"TensorFlow, Scala, Data Visualization, Python",0,规则匹配: AI Product Manager
AI01964,AI Architect,"Azure, SQL, Data Visualization, Scala",1,规则匹配: AI Architect
AI01967,AI Product Manager,"Kubernetes, SQL, TensorFlow",0,规则匹配: AI Product Manager
AI01974,AI Specialist,"Scala, Hadoop, Tableau",1,规则匹配: AI Specialist
AI01976,Principal Data Scientist,"TensorFlow, Mathematics, Deep Learning, Azure, Linux",1,Data Scientist with ML skills
AI01977,AI Architect,"Git, GCP, Python, Kubernetes",1,规则匹配: AI Architect
AI01986,Principal Data Scientist,"SQL, Java, Computer Vision, Kubernetes",1,Data Scientist with ML skills
AI01987,AI Specialist,"R, Computer Vision, SQL, GCP",1,规则匹配: AI Specialist
AI01993,Principal Data Scientist,"SQL, MLOps, Tableau, Kubernetes",1,Data Scientist with ML skills
AI01994,AI Specialist,"Kubernetes, Computer Vision, Spark, Statistics",1,规则匹配: AI Specialist
AI01996,AI Product Manager,"Computer Vision, Linux, Scala",0,规则匹配: AI Product Manager
AI01998,AI Consultant,"NLP, Python, GCP, Tableau",0,规则匹配: AI Consultant
AI02000,Principal Data Scientist,"R, PyTorch, AWS",1,Data Scientist with ML skills
AI02001,AI Architect,"AWS, SQL, Python, TensorFlow",1,规则匹配: AI Architect
AI02009,AI Software Engineer,"SQL, Scala, Azure",1,规则匹配: AI Software Engineer
AI02011,AI Product Manager,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",0,规则匹配: AI Product Manager
AI02012,AI Architect,"Python, Scala, Deep Learning, Statistics, Tableau",1,规则匹配: AI Architect
AI02013,Principal Data Scientist,"TensorFlow, Deep Learning, Linux, R",1,Data Scientist with ML skills
AI02015,Principal Data Scientist,"Azure, Python, Linux, Statistics",1,Data Scientist default
AI02016,AI Specialist,"Docker, Python, TensorFlow",1,规则匹配: AI Specialist
AI02019,AI Product Manager,"Python, Git, Java, Hadoop",0,规则匹配: AI Product Manager
AI02020,AI Specialist,"NLP, R, Docker, SQL",1,规则匹配: AI Specialist
AI02025,AI Software Engineer,"GCP, Python, Mathematics",1,规则匹配: AI Software Engineer
AI02027,AI Specialist,"Tableau, NLP, Hadoop",1,规则匹配: AI Specialist
AI02030,Principal Data Scientist,"Spark, Hadoop, Python, Kubernetes",1,Data Scientist default
AI02031,AI Software Engineer,"R, Kubernetes, Data Visualization",1,规则匹配: AI Software Engineer
AI02037,AI Software Engineer,"SQL, PyTorch, Deep Learning, AWS",1,规则匹配: AI Software Engineer
AI02038,AI Architect,"Python, TensorFlow, Tableau, R, Linux",1,规则匹配: AI Architect
AI02045,AI Consultant,"Spark, Python, Git, TensorFlow, Tableau",0,规则匹配: AI Consultant
AI02051,AI Consultant,"Docker, PyTorch, SQL, Linux",0,规则匹配: AI Consultant
AI02057,Principal Data Scientist,"SQL, Docker, PyTorch, AWS",1,Data Scientist with ML skills
AI02061,AI Consultant,"Python, Data Visualization, MLOps",0,规则匹配: AI Consultant
AI02065,AI Consultant,"Kubernetes, MLOps, Deep Learning",0,规则匹配: AI Consultant
AI02066,AI Specialist,"Python, R, MLOps",1,规则匹配: AI Specialist
AI02068,AI Architect,"Scala, R, Python, AWS, SQL",1,规则匹配: AI Architect
AI02069,AI Specialist,"Scala, Python, MLOps",1,规则匹配: AI Specialist
AI02070,AI Architect,"Python, MLOps, Scala, Computer Vision, TensorFlow",1,规则匹配: AI Architect
AI02072,AI Product Manager,"Kubernetes, Python, TensorFlow, Hadoop",0,规则匹配: AI Product Manager
AI02073,AI Architect,"Python, Spark, Deep Learning, Java, Git",1,规则匹配: AI Architect
AI02074,AI Product Manager,"Tableau, GCP, R, Linux, SQL",0,规则匹配: AI Product Manager
AI02077,AI Software Engineer,"Hadoop, Computer Vision, Data Visualization, Python",1,规则匹配: AI Software Engineer
AI02083,AI Product Manager,"AWS, Scala, Java, Git, SQL",0,规则匹配: AI Product Manager
AI02084,Principal Data Scientist,"Java, R, Scala",1,Data Scientist default
AI02085,Principal Data Scientist,"Scala, Tableau, TensorFlow, Mathematics",1,Data Scientist with ML skills
AI02090,AI Software Engineer,"Java, Hadoop, Computer Vision, Kubernetes, Git",1,规则匹配: AI Software Engineer
AI02092,AI Architect,"MLOps, Kubernetes, Docker",1,规则匹配: AI Architect
AI02102,AI Consultant,"TensorFlow, Git, PyTorch, Docker, NLP",0,规则匹配: AI Consultant
AI02107,AI Architect,"Scala, Python, MLOps, R, Java",1,规则匹配: AI Architect
AI02111,AI Product Manager,"AWS, Docker, GCP",0,规则匹配: AI Product Manager
AI02113,AI Product Manager,"Python, NLP, R, Linux",0,规则匹配: AI Product Manager
AI02115,AI Product Manager,"PyTorch, TensorFlow, MLOps, SQL, Azure",0,规则匹配: AI Product Manager
AI02117,AI Specialist,"Kubernetes, Data Visualization, MLOps",1,规则匹配: AI Specialist
AI02118,AI Specialist,"SQL, Hadoop, Scala",1,规则匹配: AI Specialist
AI02119,AI Software Engineer,"Python, TensorFlow, Computer Vision, PyTorch, NLP",1,规则匹配: AI Software Engineer
AI02120,AI Software Engineer,"Computer Vision, Docker, NLP",1,规则匹配: AI Software Engineer
AI02124,AI Consultant,"Kubernetes, Docker, TensorFlow, PyTorch",0,规则匹配: AI Consultant
AI02125,Principal Data Scientist,"Hadoop, AWS, Python, Spark",1,Data Scientist default
AI02128,AI Architect,"Tableau, Docker, GCP",1,规则匹配: AI Architect
AI02132,Principal Data Scientist,"GCP, AWS, NLP, Scala",1,Data Scientist with ML skills
AI02135,AI Product Manager,"Data Visualization, Azure, PyTorch, Linux",0,规则匹配: AI Product Manager
AI02139,AI Software Engineer,"Hadoop, Tableau, PyTorch, Git",1,规则匹配: AI Software Engineer
AI02147,AI Specialist,"Scala, GCP, Python",1,规则匹配: AI Specialist
AI02148,AI Specialist,"Python, PyTorch, Linux, Statistics",1,规则匹配: AI Specialist
AI02150,AI Product Manager,"Python, Data Visualization, TensorFlow, GCP, Mathematics",0,规则匹配: AI Product Manager
AI02151,AI Architect,"MLOps, Spark, Statistics, SQL, AWS",1,规则匹配: AI Architect
AI02154,AI Software Engineer,"Kubernetes, Linux, SQL, Computer Vision",1,规则匹配: AI Software Engineer
AI02155,AI Specialist,"Python, Hadoop, Git, TensorFlow",1,规则匹配: AI Specialist
AI02158,AI Software Engineer,"Statistics, Git, Deep Learning, Python",1,规则匹配: AI Software Engineer
AI02167,Principal Data Scientist,"SQL, Azure, Hadoop",1,Data Scientist default
AI02170,AI Product Manager,"AWS, R, SQL, Git",0,规则匹配: AI Product Manager
AI02174,AI Specialist,"Deep Learning, Azure, Statistics, PyTorch",1,规则匹配: AI Specialist
AI02177,AI Consultant,"Git, Tableau, Python, Deep Learning",0,规则匹配: AI Consultant
AI02179,AI Product Manager,"PyTorch, Deep Learning, Scala, TensorFlow",0,规则匹配: AI Product Manager
AI02181,AI Architect,"NLP, Scala, R",1,规则匹配: AI Architect
AI02186,Principal Data Scientist,"AWS, Data Visualization, PyTorch",1,Data Scientist with ML skills
AI02193,AI Specialist,"Kubernetes, Statistics, PyTorch",1,规则匹配: AI Specialist
AI02195,AI Consultant,"Statistics, SQL, Linux",0,规则匹配: AI Consultant
AI02197,AI Architect,"Computer Vision, Git, Kubernetes",1,规则匹配: AI Architect
AI02199,AI Architect,"Spark, NLP, Statistics, R",1,规则匹配: AI Architect
AI02202,AI Product Manager,"PyTorch, AWS, Mathematics, GCP",0,规则匹配: AI Product Manager
AI02206,AI Architect,"Git, GCP, NLP, PyTorch, TensorFlow",1,规则匹配: AI Architect
AI02209,AI Software Engineer,"NLP, Python, Data Visualization",1,规则匹配: AI Software Engineer
AI02217,AI Consultant,"Kubernetes, GCP, NLP, Java, Deep Learning",0,规则匹配: AI Consultant
AI02222,AI Software Engineer,"PyTorch, TensorFlow, GCP, Git, Azure",1,规则匹配: AI Software Engineer
AI02223,AI Product Manager,"Git, Spark, MLOps",0,规则匹配: AI Product Manager
AI02224,AI Product Manager,"TensorFlow, Deep Learning, Hadoop, MLOps",0,规则匹配: AI Product Manager
AI02244,AI Architect,"R, Java, Hadoop, Data Visualization, Spark",1,规则匹配: AI Architect
AI02248,AI Software Engineer,"PyTorch, Azure, SQL",1,规则匹配: AI Software Engineer
AI02249,AI Architect,"Python, Data Visualization, GCP",1,规则匹配: AI Architect
AI02263,AI Architect,"Linux, Docker, Scala, SQL",1,规则匹配: AI Architect
AI02268,AI Architect,"Linux, MLOps, Java",1,规则匹配: AI Architect
AI02283,AI Consultant,"TensorFlow, Mathematics, SQL, GCP",0,规则匹配: AI Consultant
AI02284,AI Consultant,"Data Visualization, R, Git, AWS, Computer Vision",0,规则匹配: AI Consultant
AI02292,AI Consultant,"Docker, NLP, Azure, GCP, PyTorch",0,规则匹配: AI Consultant
AI02294,AI Product Manager,"MLOps, PyTorch, Linux, NLP",0,规则匹配: AI Product Manager
AI02296,AI Consultant,"SQL, Spark, PyTorch, GCP",0,规则匹配: AI Consultant
AI02297,AI Specialist,"Statistics, Mathematics, TensorFlow",1,规则匹配: AI Specialist
AI02301,AI Architect,"Data Visualization, Git, NLP, Kubernetes, SQL",1,规则匹配: AI Architect
AI02304,AI Software Engineer,"NLP, Linux, SQL, PyTorch, GCP",1,规则匹配: AI Software Engineer
AI02306,AI Consultant,"GCP, MLOps, Python, Statistics",0,规则匹配: AI Consultant
AI02308,AI Specialist,"Hadoop, AWS, PyTorch",1,规则匹配: AI Specialist
AI02310,AI Architect,"Python, Linux, Tableau, TensorFlow",1,规则匹配: AI Architect
AI02317,AI Consultant,"Azure, Tableau, GCP",0,规则匹配: AI Consultant
AI02321,AI Consultant,"Kubernetes, Git, Statistics, Deep Learning, Python",0,规则匹配: AI Consultant
AI02326,AI Product Manager,"MLOps, GCP, PyTorch",0,规则匹配: AI Product Manager
AI02327,AI Consultant,"PyTorch, Tableau, Linux",0,规则匹配: AI Consultant
AI02339,AI Specialist,"Docker, Python, Statistics, TensorFlow, Linux",1,规则匹配: AI Specialist
AI02340,AI Specialist,"Computer Vision, Java, Data Visualization, Deep Learning, R",1,规则匹配: AI Specialist
AI02342,AI Specialist,"Data Visualization, Python, TensorFlow",1,规则匹配: AI Specialist
AI02350,AI Architect,"Docker, Git, Python, Hadoop",1,规则匹配: AI Architect
AI02351,AI Architect,"Kubernetes, Python, Statistics",1,规则匹配: AI Architect
AI02356,Principal Data Scientist,"NLP, Python, TensorFlow",1,Data Scientist with ML skills
AI02357,AI Product Manager,"Azure, Python, TensorFlow",0,规则匹配: AI Product Manager
AI02359,AI Product Manager,"Docker, Scala, Python, Spark, Mathematics",0,规则匹配: AI Product Manager
AI02360,AI Software Engineer,"Docker, Python, Deep Learning",1,规则匹配: AI Software Engineer
AI02363,AI Consultant,"Azure, Hadoop, SQL, TensorFlow",0,规则匹配: AI Consultant
AI02365,AI Software Engineer,"Azure, Python, GCP, Git, Computer Vision",1,规则匹配: AI Software Engineer
AI02366,AI Specialist,"Hadoop, SQL, Java, AWS, Deep Learning",1,规则匹配: AI Specialist
AI02372,Principal Data Scientist,"Spark, Scala, Data Visualization, TensorFlow, Java",1,Data Scientist with ML skills
AI02374,AI Specialist,"Git, Linux, Statistics",1,规则匹配: AI Specialist
AI02376,AI Software Engineer,"GCP, Kubernetes, Mathematics, PyTorch, TensorFlow",1,规则匹配: AI Software Engineer
AI02377,AI Architect,"MLOps, Scala, Kubernetes, AWS, Computer Vision",1,规则匹配: AI Architect
AI02381,AI Software Engineer,"MLOps, Azure, Git, Spark",1,规则匹配: AI Software Engineer
AI02384,AI Specialist,"GCP, SQL, Spark, Azure",1,规则匹配: AI Specialist
AI02386,AI Software Engineer,"Java, Linux, AWS, MLOps, NLP",1,规则匹配: AI Software Engineer
AI02387,AI Consultant,"Scala, SQL, Docker, PyTorch, Kubernetes",0,规则匹配: AI Consultant
AI02388,Principal Data Scientist,"Tableau, Azure, Scala, Java",0,Data Scientist BI/reporting only
AI02390,AI Software Engineer,"Linux, Scala, TensorFlow, Docker",1,规则匹配: AI Software Engineer
AI02391,AI Specialist,"Linux, Scala, Mathematics, Deep Learning, TensorFlow",1,规则匹配: AI Specialist
AI02393,AI Specialist,"SQL, PyTorch, TensorFlow",1,规则匹配: AI Specialist
AI02395,AI Specialist,"Kubernetes, Python, Hadoop",1,规则匹配: AI Specialist
AI02396,AI Consultant,"SQL, R, GCP, Azure",0,规则匹配: AI Consultant
AI02402,AI Architect,"Hadoop, MLOps, Git",1,规则匹配: AI Architect
AI02404,AI Product Manager,"SQL, Kubernetes, GCP, Spark, MLOps",0,规则匹配: AI Product Manager
AI02409,AI Product Manager,"Data Visualization, Tableau, Java, Spark",0,规则匹配: AI Product Manager
AI02413,AI Specialist,"MLOps, Linux, Git, Scala, Data Visualization",1,规则匹配: AI Specialist
AI02415,AI Consultant,"Computer Vision, Python, Tableau, NLP",0,规则匹配: AI Consultant
AI02419,AI Architect,"Computer Vision, Statistics, Azure",1,规则匹配: AI Architect
AI02420,AI Product Manager,"Tableau, TensorFlow, Python, SQL, NLP",0,规则匹配: AI Product Manager
AI02421,AI Architect,"AWS, SQL, Linux, Deep Learning",1,规则匹配: AI Architect
AI02425,AI Software Engineer,"GCP, Git, Tableau, Python",1,规则匹配: AI Software Engineer
AI02426,AI Consultant,"GCP, Hadoop, Deep Learning, Kubernetes",0,规则匹配: AI Consultant
AI02428,AI Software Engineer,"Linux, PyTorch, Computer Vision, TensorFlow, R",1,规则匹配: AI Software Engineer
AI02435,AI Architect,"PyTorch, GCP, Spark, Kubernetes",1,规则匹配: AI Architect
AI02442,AI Architect,"Computer Vision, Kubernetes, AWS",1,规则匹配: AI Architect
AI02443,AI Specialist,"SQL, Azure, Statistics, MLOps",1,规则匹配: AI Specialist
AI02446,AI Software Engineer,"Hadoop, GCP, Azure, Scala",1,规则匹配: AI Software Engineer
AI02453,AI Architect,"Computer Vision, Mathematics, Scala, Java",1,规则匹配: AI Architect
AI02457,AI Architect,"R, MLOps, Tableau, SQL",1,规则匹配: AI Architect
AI02458,AI Product Manager,"Git, Tableau, Mathematics",0,规则匹配: AI Product Manager
AI02459,AI Consultant,"Deep Learning, Azure, Python, GCP",0,规则匹配: AI Consultant
AI02464,AI Specialist,"NLP, Kubernetes, Linux, Deep Learning",1,规则匹配: AI Specialist
AI02467,AI Specialist,"Computer Vision, Docker, Mathematics, Deep Learning, Java",1,规则匹配: AI Specialist
AI02468,AI Specialist,"Spark, Scala, Kubernetes",1,规则匹配: AI Specialist
AI02469,AI Software Engineer,"SQL, MLOps, TensorFlow",1,规则匹配: AI Software Engineer
AI02470,AI Software Engineer,"NLP, Azure, Spark, GCP",1,规则匹配: AI Software Engineer
AI02476,AI Consultant,"AWS, Statistics, SQL, Computer Vision, Tableau",0,规则匹配: AI Consultant
AI02477,AI Product Manager,"AWS, Hadoop, Tableau",0,规则匹配: AI Product Manager
AI02481,AI Architect,"Deep Learning, Azure, R, Linux",1,规则匹配: AI Architect
AI02485,AI Specialist,"Python, Git, PyTorch",1,规则匹配: AI Specialist
AI02487,Principal Data Scientist,"Hadoop, Git, Data Visualization, Spark",1,Data Scientist default
AI02491,AI Consultant,"Data Visualization, MLOps, TensorFlow, Kubernetes",0,规则匹配: AI Consultant
AI02505,AI Architect,"Scala, SQL, Tableau, Spark",1,规则匹配: AI Architect
AI02509,AI Product Manager,"Linux, Computer Vision, Git, Kubernetes, Scala",0,规则匹配: AI Product Manager
AI02511,AI Architect,"Python, Scala, Kubernetes",1,规则匹配: AI Architect
AI02519,Principal Data Scientist,"Python, Git, Data Visualization, Docker, AWS",1,Data Scientist default
AI02520,Principal Data Scientist,"R, AWS, Linux, Tableau",0,Data Scientist BI/reporting only
AI02521,Principal Data Scientist,"Python, GCP, Spark, Deep Learning",1,Data Scientist with ML skills
AI02525,AI Architect,"SQL, Mathematics, Git, Python",1,规则匹配: AI Architect
AI02533,AI Specialist,"Java, Linux, Kubernetes",1,规则匹配: AI Specialist
AI02539,AI Software Engineer,"GCP, Docker, MLOps, SQL",1,规则匹配: AI Software Engineer
AI02546,AI Specialist,"Docker, AWS, R, Scala",1,规则匹配: AI Specialist
AI02551,AI Architect,"Azure, GCP, Python",1,规则匹配: AI Architect
AI02552,AI Software Engineer,"GCP, NLP, Python, Git",1,规则匹配: AI Software Engineer
AI02553,Principal Data Scientist,"AWS, GCP, TensorFlow",1,Data Scientist with ML skills
AI02556,AI Specialist,"Tableau, Docker, Computer Vision, Scala",1,规则匹配: AI Specialist
AI02558,AI Architect,"MLOps, Azure, Linux, Deep Learning, Python",1,规则匹配: AI Architect
AI02563,AI Specialist,"Python, Hadoop, R, MLOps, Tableau",1,规则匹配: AI Specialist
AI02569,AI Consultant,"GCP, Kubernetes, R",0,规则匹配: AI Consultant
AI02572,AI Product Manager,"Docker, Kubernetes, Scala, MLOps, Java",0,规则匹配: AI Product Manager
AI02574,Principal Data Scientist,"AWS, Scala, Tableau, Deep Learning, Computer Vision",1,Data Scientist with ML skills
AI02575,AI Consultant,"SQL, Spark, PyTorch",0,规则匹配: AI Consultant
AI02576,Principal Data Scientist,"Tableau, PyTorch, Scala, Data Visualization",1,Data Scientist with ML skills
AI02580,AI Specialist,"Tableau, AWS, Java",1,规则匹配: AI Specialist
AI02581,AI Product Manager,"Scala, Java, Spark",0,规则匹配: AI Product Manager
AI02582,AI Architect,"PyTorch, Deep Learning, NLP",1,规则匹配: AI Architect
AI02584,AI Specialist,"Python, Docker, Hadoop, Linux, TensorFlow",1,规则匹配: AI Specialist
AI02591,AI Architect,"TensorFlow, Hadoop, Git, Linux, SQL",1,规则匹配: AI Architect
AI02597,AI Architect,"Tableau, Git, R, Data Visualization",1,规则匹配: AI Architect
AI02603,AI Software Engineer,"Git, AWS, Tableau",1,规则匹配: AI Software Engineer
AI02611,AI Consultant,"Scala, Data Visualization, Java",0,规则匹配: AI Consultant
AI02614,AI Specialist,"R, SQL, Java, Hadoop",1,规则匹配: AI Specialist
AI02617,AI Architect,"SQL, Python, Deep Learning, TensorFlow",1,规则匹配: AI Architect
AI02620,AI Product Manager,"Docker, AWS, Data Visualization, MLOps",0,规则匹配: AI Product Manager
AI02623,AI Product Manager,"Scala, GCP, Computer Vision, R, Tableau",0,规则匹配: AI Product Manager
AI02625,AI Software Engineer,"Linux, Tableau, Deep Learning",1,规则匹配: AI Software Engineer
AI02627,AI Architect,"TensorFlow, Linux, Scala, Statistics, Mathematics",1,规则匹配: AI Architect
AI02634,AI Software Engineer,"SQL, Linux, Scala, AWS",1,规则匹配: AI Software Engineer
AI02635,AI Product Manager,"Hadoop, Scala, Computer Vision",0,规则匹配: AI Product Manager
AI02636,Principal Data Scientist,"Git, Kubernetes, Scala, SQL, Data Visualization",1,Data Scientist default
AI02638,AI Specialist,"Python, SQL, TensorFlow",1,规则匹配: AI Specialist
AI02642,AI Product Manager,"GCP, Python, Spark, TensorFlow, Statistics",0,规则匹配: AI Product Manager
AI02644,AI Software Engineer,"AWS, Tableau, Linux, Data Visualization, Azure",1,规则匹配: AI Software Engineer
AI02645,AI Product Manager,"Azure, Linux, PyTorch",0,规则匹配: AI Product Manager
AI02652,Principal Data Scientist,"Git, Data Visualization, Scala",1,Data Scientist default
AI02660,AI Product Manager,"Statistics, SQL, PyTorch, Data Visualization, Computer Vision",0,规则匹配: AI Product Manager
AI02661,AI Architect,"Python, TensorFlow, NLP",1,规则匹配: AI Architect
AI02665,AI Product Manager,"Azure, Python, Kubernetes, AWS",0,规则匹配: AI Product Manager
AI02667,AI Architect,"GCP, PyTorch, Python",1,规则匹配: AI Architect
AI02670,Principal Data Scientist,"R, Mathematics, MLOps",1,Data Scientist with ML skills
AI02678,AI Architect,"PyTorch, Scala, AWS, Docker",1,规则匹配: AI Architect
AI02680,AI Architect,"Hadoop, MLOps, SQL, Statistics",1,规则匹配: AI Architect
AI02686,AI Software Engineer,"PyTorch, Linux, Java",1,规则匹配: AI Software Engineer
AI02689,AI Architect,"Python, Mathematics, Spark, Data Visualization, GCP",1,规则匹配: AI Architect
AI02692,AI Architect,"Azure, Scala, NLP, Spark, GCP",1,规则匹配: AI Architect
AI02693,Principal Data Scientist,"SQL, PyTorch, Scala, TensorFlow, R",1,Data Scientist with ML skills
AI02695,AI Architect,"SQL, Hadoop, Kubernetes, Data Visualization, NLP",1,规则匹配: AI Architect
AI02700,Principal Data Scientist,"Java, Statistics, Kubernetes, SQL, Linux",1,Data Scientist default
AI02702,Principal Data Scientist,"Python, Linux, Data Visualization",1,Data Scientist default
AI02707,AI Product Manager,"Python, Scala, NLP, Deep Learning",0,规则匹配: AI Product Manager
AI02708,Principal Data Scientist,"PyTorch, Spark, Kubernetes, SQL",1,Data Scientist with ML skills
AI02716,AI Architect,"AWS, Tableau, Python, Computer Vision",1,规则匹配: AI Architect
AI02718,AI Software Engineer,"AWS, Data Visualization, Mathematics, TensorFlow, Azure",1,规则匹配: AI Software Engineer
AI02719,Principal Data Scientist,"R, Java, Statistics, MLOps, AWS",1,Data Scientist with ML skills
AI02722,AI Specialist,"R, Java, Python, Data Visualization, TensorFlow",1,规则匹配: AI Specialist
AI02723,AI Specialist,"GCP, Scala, Spark",1,规则匹配: AI Specialist
AI02728,AI Software Engineer,"Java, Scala, Mathematics, Python, SQL",1,规则匹配: AI Software Engineer
AI02732,AI Software Engineer,"Tableau, Deep Learning, NLP, Python",1,规则匹配: AI Software Engineer
AI02736,AI Specialist,"SQL, Spark, Data Visualization, Python, Docker",1,规则匹配: AI Specialist
AI02743,AI Architect,"Python, Kubernetes, NLP, Computer Vision",1,规则匹配: AI Architect
AI02750,AI Architect,"SQL, Python, Hadoop, Linux, Java",1,规则匹配: AI Architect
AI02760,AI Specialist,"SQL, Data Visualization, PyTorch",1,规则匹配: AI Specialist
AI02768,AI Specialist,"Deep Learning, Python, TensorFlow",1,规则匹配: AI Specialist
AI02770,AI Consultant,"Java, Deep Learning, MLOps",0,规则匹配: AI Consultant
AI02773,AI Consultant,"Spark, NLP, MLOps",0,规则匹配: AI Consultant
AI02774,AI Consultant,"SQL, PyTorch, Data Visualization, GCP",0,规则匹配: AI Consultant
AI02775,AI Software Engineer,"SQL, PyTorch, TensorFlow",1,规则匹配: AI Software Engineer
AI02776,AI Architect,"Linux, Scala, Hadoop",1,规则匹配: AI Architect
AI02780,AI Software Engineer,"Kubernetes, Statistics, MLOps, Linux, Docker",1,规则匹配: AI Software Engineer
AI02782,AI Software Engineer,"TensorFlow, R, Computer Vision, Docker, Python",1,规则匹配: AI Software Engineer
AI02786,AI Product Manager,"Git, Tableau, Python, PyTorch",0,规则匹配: AI Product Manager
AI02787,AI Software Engineer,"Mathematics, Hadoop, Java, TensorFlow, PyTorch",1,规则匹配: AI Software Engineer
AI02797,AI Product Manager,"SQL, PyTorch, Data Visualization",0,规则匹配: AI Product Manager
AI02798,AI Specialist,"Python, Scala, Data Visualization",1,规则匹配: AI Specialist
AI02805,AI Architect,"Python, Linux, Deep Learning",1,规则匹配: AI Architect
AI02806,AI Software Engineer,"Scala, Java, Hadoop",1,规则匹配: AI Software Engineer
AI02809,AI Architect,"GCP, Statistics, TensorFlow, Spark, PyTorch",1,规则匹配: AI Architect
AI02817,AI Software Engineer,"Python, Git, TensorFlow",1,规则匹配: AI Software Engineer
AI02819,AI Software Engineer,"NLP, Scala, TensorFlow, Git",1,规则匹配: AI Software Engineer
AI02822,AI Software Engineer,"Mathematics, Scala, Linux",1,规则匹配: AI Software Engineer
AI02824,Principal Data Scientist,"Hadoop, Git, Tableau, Statistics, Azure",0,Data Scientist BI/reporting only
AI02825,AI Product Manager,"SQL, NLP, Kubernetes",0,规则匹配: AI Product Manager
AI02826,AI Software Engineer,"NLP, Docker, Data Visualization, MLOps",1,规则匹配: AI Software Engineer
AI02832,AI Product Manager,"GCP, Spark, Scala, TensorFlow",0,规则匹配: AI Product Manager
AI02833,AI Specialist,"Docker, Linux, Mathematics, Deep Learning",1,规则匹配: AI Specialist
AI02836,AI Software Engineer,"TensorFlow, Git, Python",1,规则匹配: AI Software Engineer
AI02838,AI Architect,"SQL, AWS, NLP, Python, TensorFlow",1,规则匹配: AI Architect
AI02844,AI Software Engineer,"Computer Vision, Kubernetes, NLP",1,规则匹配: AI Software Engineer
AI02845,AI Specialist,"Scala, Hadoop, R",1,规则匹配: AI Specialist
AI02848,AI Software Engineer,"PyTorch, Scala, NLP",1,规则匹配: AI Software Engineer
AI02852,AI Product Manager,"MLOps, Hadoop, Tableau",0,规则匹配: AI Product Manager
AI02856,AI Product Manager,"Docker, GCP, Git, AWS, Azure",0,规则匹配: AI Product Manager
AI02857,AI Consultant,"Spark, SQL, NLP, R",0,规则匹配: AI Consultant
AI02861,AI Software Engineer,"Hadoop, TensorFlow, R",1,规则匹配: AI Software Engineer
AI02867,AI Specialist,"Git, Hadoop, PyTorch",1,规则匹配: AI Specialist
AI02869,Principal Data Scientist,"Deep Learning, Scala, R",1,Data Scientist with ML skills
AI02878,AI Consultant,"Mathematics, PyTorch, AWS, R, Spark",0,规则匹配: AI Consultant
AI02883,Principal Data Scientist,"Linux, GCP, Mathematics, Git",1,Data Scientist default
AI02884,Principal Data Scientist,"Python, TensorFlow, Tableau, MLOps, R",1,Data Scientist with ML skills
AI02885,AI Architect,"Scala, Mathematics, Deep Learning, MLOps, Java",1,规则匹配: AI Architect
AI02888,AI Software Engineer,"Azure, Linux, R, Deep Learning",1,规则匹配: AI Software Engineer
AI02892,AI Software Engineer,"AWS, SQL, Data Visualization, NLP",1,规则匹配: AI Software Engineer
AI02900,Principal Data Scientist,"SQL, Scala, Tableau, Docker",0,Data Scientist BI/reporting only
AI02901,AI Consultant,"Docker, Mathematics, Data Visualization, MLOps, Git",0,规则匹配: AI Consultant
AI02902,AI Specialist,"Linux, PyTorch, MLOps",1,规则匹配: AI Specialist
AI02903,AI Consultant,"Deep Learning, Python, NLP, GCP, MLOps",0,规则匹配: AI Consultant
AI02906,AI Software Engineer,"Statistics, Java, Computer Vision",1,规则匹配: AI Software Engineer
AI02907,AI Architect,"AWS, Azure, Java",1,规则匹配: AI Architect
AI02914,AI Software Engineer,"Scala, Deep Learning, Kubernetes, Python",1,规则匹配: AI Software Engineer
AI02924,AI Architect,"Java, R, SQL, Azure, PyTorch",1,规则匹配: AI Architect
AI02927,AI Software Engineer,"SQL, Scala, Git, AWS, Computer Vision",1,规则匹配: AI Software Engineer
AI02928,AI Specialist,"Azure, GCP, Linux",1,规则匹配: AI Specialist
AI02929,AI Specialist,"Java, Tableau, SQL, Deep Learning, Mathematics",1,规则匹配: AI Specialist
AI02930,AI Architect,"Tableau, SQL, Kubernetes, Linux",1,规则匹配: AI Architect
AI02933,AI Architect,"TensorFlow, Git, MLOps, Data Visualization, Java",1,规则匹配: AI Architect
