job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,_layer1_tag,_layer1_reason,_layer1_confidence,_gray_zone_reason
AI04446,AI Software Engineer,63879,USD,EN,PT,Austria,L,Austria,100,"GCP, Linux, Scala, Tableau, TensorFlow",Bachelor,1,Real Estate,2024-01-07,2024-02-19,1598,7.3,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04448,AI Product Manager,80531,USD,SE,PT,China,S,Switzerland,0,"TensorFlow, Git, Java, Azure",Associate,7,Healthcare,2024-08-17,2024-09-03,782,6.3,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04449,AI Product Manager,303228,USD,EX,CT,Denmark,M,Netherlands,100,"Python, TensorFlow, Java, Statistics, Mathematics",Associate,13,Manufacturing,2024-11-15,2025-01-08,1967,9.4,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04450,AI Specialist,44149,USD,EN,FL,India,S,India,100,"Hadoop, R, Python, PyTorch, AWS",Master,0,Manufacturing,2024-09-10,2024-10-04,1908,9.2,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04454,AI Specialist,143776,USD,SE,FT,United States,M,United States,50,"Python, Linux, TensorFlow",Bachelor,7,Real Estate,2025-04-29,2025-07-06,761,5.7,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04458,AI Product Manager,167899,EUR,EX,PT,France,S,France,0,"Spark, Docker, SQL",PhD,13,Education,2024-11-21,2025-01-05,1943,6.5,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04463,AI Specialist,68853,EUR,EN,PT,Germany,M,Germany,50,"Deep Learning, Tableau, AWS, TensorFlow",Master,1,Consulting,2024-01-24,2024-04-04,2204,5.8,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04468,AI Product Manager,72774,USD,EN,CT,Canada,M,Canada,100,"Data Visualization, R, Docker, NLP",Associate,0,Gaming,2024-09-29,2024-10-23,1694,7.3,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04469,AI Consultant,53796,EUR,EN,FL,Netherlands,S,Netherlands,0,"Docker, Scala, Hadoop, Data Visualization",Master,0,Gaming,2024-07-17,2024-08-05,970,6.7,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04472,AI Product Manager,134162,GBP,SE,FL,United Kingdom,S,Denmark,0,"Azure, R, MLOps, Linux",Master,7,Real Estate,2024-10-31,2024-11-29,2215,5.9,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04473,AI Consultant,67892,USD,SE,CT,China,S,South Korea,50,"Mathematics, SQL, NLP, Java, PyTorch",Master,6,Government,2024-08-28,2024-09-12,2026,6.6,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04476,AI Specialist,94980,USD,EN,FT,Switzerland,S,Switzerland,0,"Kubernetes, PyTorch, NLP, R, Azure",Associate,1,Transportation,2025-02-13,2025-03-04,1161,6.1,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04484,AI Specialist,65376,USD,SE,CT,Israel,S,Israel,50,"Mathematics, Statistics, Python, GCP, Java",Master,6,Consulting,2025-03-09,2025-04-12,1522,7.0,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04486,AI Product Manager,68869,USD,MI,PT,South Korea,L,Finland,50,"Python, Kubernetes, Hadoop",Bachelor,2,Gaming,2024-10-12,2024-11-10,563,6.3,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04488,AI Product Manager,97081,USD,SE,FT,South Korea,S,South Korea,50,"SQL, NLP, Azure",Associate,7,Transportation,2024-11-10,2024-12-04,1839,5.4,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04489,AI Specialist,63954,USD,EN,FT,Ireland,L,Ireland,100,"Python, Scala, Deep Learning, GCP, Spark",Master,0,Manufacturing,2024-07-06,2024-08-29,1499,7.2,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04492,AI Product Manager,239601,USD,EX,FT,United States,S,United States,50,"Java, Computer Vision, Linux, Deep Learning",Bachelor,13,Real Estate,2024-02-06,2024-03-30,855,9.0,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04493,AI Architect,54266,USD,EN,FT,South Korea,M,South Korea,0,"PyTorch, Linux, NLP, Data Visualization",Bachelor,1,Technology,2024-03-26,2024-05-13,2274,6.5,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04497,AI Architect,214881,USD,EX,FT,Singapore,S,Netherlands,100,"PyTorch, Java, TensorFlow",Master,19,Education,2025-01-28,2025-03-05,1863,6.6,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04500,AI Consultant,108877,USD,SE,FT,Japan,L,Japan,0,"Azure, Tableau, Git, R, Linux",Bachelor,6,Government,2024-07-02,2024-08-15,1557,8.7,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04504,AI Software Engineer,71447,USD,EN,FL,Singapore,S,Israel,50,"Scala, Data Visualization, Kubernetes, Docker",PhD,0,Telecommunications,2024-02-25,2024-04-21,1586,5.8,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04505,AI Product Manager,208043,USD,EX,FL,Denmark,S,Denmark,50,"MLOps, Spark, Data Visualization, Scala",PhD,15,Real Estate,2024-10-27,2024-12-17,969,9.5,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04506,AI Software Engineer,76200,USD,MI,FT,Ireland,M,Israel,100,"SQL, MLOps, Spark, Deep Learning, AWS",Master,3,Manufacturing,2025-04-02,2025-04-25,2027,7.9,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04507,AI Architect,76838,USD,EN,FL,Denmark,M,Denmark,0,"Mathematics, R, Scala",PhD,0,Healthcare,2024-12-03,2025-01-13,1024,8.0,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04508,AI Software Engineer,194603,EUR,EX,FT,France,M,France,100,"NLP, Kubernetes, Data Visualization, MLOps",Master,10,Real Estate,2024-09-19,2024-10-28,985,7.4,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04513,AI Consultant,267728,USD,EX,FL,Norway,S,Norway,100,"Git, Computer Vision, MLOps, Kubernetes, Statistics",Bachelor,18,Finance,2024-12-03,2025-01-04,2248,8.1,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04527,AI Product Manager,38449,USD,EN,PT,Japan,M,Sweden,50,"Linux, Data Visualization, AWS, Python",PhD,0,Finance,2024-12-01,2025-02-11,2433,9.8,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04529,AI Architect,201212,USD,SE,CT,Norway,L,Denmark,100,"Azure, Hadoop, Scala",Master,5,Finance,2025-01-26,2025-03-18,2395,8.2,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04535,AI Specialist,198536,USD,EX,CT,United States,M,United States,0,"Docker, Scala, NLP",Associate,14,Education,2025-02-15,2025-03-10,1541,8.9,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04542,AI Software Engineer,166392,USD,EX,PT,South Korea,L,Australia,50,"Deep Learning, Hadoop, MLOps, PyTorch, Azure",Bachelor,15,Consulting,2024-03-27,2024-05-22,1214,7.2,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04543,AI Product Manager,195397,USD,SE,FT,United States,L,India,50,"Tableau, AWS, Azure, Spark",PhD,7,Consulting,2024-02-24,2024-03-29,547,6.7,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04553,AI Product Manager,48414,USD,EN,PT,Austria,M,Austria,100,"AWS, Python, Azure, Scala",Bachelor,1,Retail,2024-04-29,2024-06-28,2225,9.6,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04557,AI Architect,119752,USD,EX,FT,South Korea,L,Switzerland,100,"R, Kubernetes, Statistics, Git",Associate,15,Telecommunications,2025-02-28,2025-04-13,2311,7.9,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04560,AI Software Engineer,55025,USD,MI,CT,Israel,S,Australia,50,"Linux, R, MLOps, Java",Associate,4,Technology,2024-03-17,2024-04-03,1702,9.0,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04562,AI Consultant,148942,USD,SE,FT,Singapore,L,Singapore,50,"Docker, Mathematics, Data Visualization, Java, NLP",Master,5,Healthcare,2024-04-24,2024-05-14,1163,6.5,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04564,AI Product Manager,38765,USD,EN,FT,Austria,M,China,50,"PyTorch, Mathematics, NLP",Master,0,Energy,2025-03-22,2025-04-13,2423,9.5,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04565,AI Consultant,108685,USD,EN,CT,Norway,L,Norway,50,"SQL, Kubernetes, Statistics, Hadoop",Master,0,Real Estate,2024-10-07,2024-11-04,1767,8.7,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04566,Principal Data Scientist,100373,USD,MI,CT,Singapore,S,Singapore,100,"Kubernetes, Linux, R, MLOps",PhD,3,Consulting,2024-10-16,2024-11-18,1982,5.1,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04576,Principal Data Scientist,120838,USD,SE,PT,South Korea,L,South Korea,50,"TensorFlow, SQL, Azure, Git, MLOps",Master,8,Automotive,2024-12-07,2025-02-08,1668,6.3,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04577,AI Product Manager,68950,USD,EN,CT,Canada,L,India,0,"GCP, Git, TensorFlow, Scala",PhD,0,Transportation,2024-11-08,2024-11-28,1127,5.7,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04581,Principal Data Scientist,117067,USD,SE,FT,Sweden,M,Israel,50,"Git, Azure, Mathematics, TensorFlow",Master,6,Transportation,2024-08-28,2024-09-28,1922,6.0,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04582,AI Product Manager,45004,USD,EN,PT,China,M,China,0,"Hadoop, GCP, R, TensorFlow, Git",Master,0,Automotive,2024-03-31,2024-05-29,1613,6.0,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04592,AI Software Engineer,93956,USD,SE,CT,Austria,L,Austria,100,"Tableau, Scala, PyTorch, MLOps",Bachelor,8,Real Estate,2024-05-11,2024-06-08,954,9.4,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04593,AI Product Manager,124469,USD,EX,FT,Finland,M,Finland,0,"MLOps, Spark, Hadoop, Linux",Bachelor,16,Telecommunications,2024-11-08,2024-12-23,566,8.8,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04594,AI Consultant,200751,EUR,EX,CT,Germany,L,Germany,100,"Python, TensorFlow, GCP, Statistics, Scala",PhD,16,Technology,2024-03-19,2024-04-30,2417,5.2,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04608,AI Product Manager,75242,USD,EN,FT,Norway,M,Norway,50,"SQL, Python, Git, Deep Learning, Statistics",Master,0,Retail,2024-10-13,2024-12-13,812,6.3,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04617,AI Product Manager,177555,USD,SE,FT,Singapore,L,Singapore,0,"Azure, Computer Vision, Tableau, Kubernetes",PhD,6,Media,2024-07-23,2024-08-13,1004,7.5,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04622,AI Product Manager,108774,EUR,MI,FT,Germany,L,Germany,50,"Data Visualization, SQL, Tableau, Kubernetes, Docker",Bachelor,2,Government,2024-08-31,2024-11-12,545,8.3,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04623,AI Software Engineer,96057,USD,EX,FL,Austria,S,Austria,50,"Kubernetes, NLP, MLOps, Linux",Bachelor,16,Telecommunications,2025-01-13,2025-01-31,999,5.0,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04629,AI Consultant,205530,USD,EX,FT,Israel,L,Israel,100,"SQL, Git, Java, Statistics, Computer Vision",Bachelor,13,Consulting,2024-08-29,2024-10-29,1258,6.7,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04636,AI Specialist,184257,USD,EX,PT,Austria,L,Austria,50,"Kubernetes, Azure, PyTorch",PhD,19,Real Estate,2025-04-05,2025-06-02,825,8.2,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04638,AI Architect,59643,USD,EN,FL,Sweden,S,China,0,"Kubernetes, PyTorch, Spark",Master,0,Retail,2024-11-06,2024-12-24,1205,6.3,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04640,AI Specialist,136541,EUR,SE,FT,Netherlands,M,Netherlands,0,"Python, TensorFlow, PyTorch, Docker, SQL",Associate,6,Government,2025-04-05,2025-04-21,1744,8.5,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04643,AI Specialist,43590,EUR,EN,CT,France,S,Austria,50,"Scala, Linux, Tableau, Kubernetes, Statistics",Master,1,Finance,2024-02-14,2024-04-22,887,9.7,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04644,AI Product Manager,150003,USD,EX,PT,Ireland,M,Ireland,100,"Git, Kubernetes, Azure, Scala",Bachelor,19,Retail,2025-03-16,2025-04-12,1304,5.7,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04647,AI Consultant,240249,USD,EX,FL,Canada,L,Canada,100,"TensorFlow, Java, Azure, GCP",Master,18,Transportation,2025-02-01,2025-03-01,1836,9.1,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04652,AI Product Manager,38269,USD,EN,PT,South Korea,S,South Korea,50,"PyTorch, MLOps, Kubernetes, Azure, Statistics",Master,1,Government,2024-04-11,2024-06-21,2189,5.4,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04663,AI Specialist,119269,USD,EX,FL,Japan,S,India,0,"Linux, Data Visualization, Python",Bachelor,11,Finance,2024-06-16,2024-08-16,731,9.1,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04668,AI Architect,121527,USD,SE,CT,United States,S,United States,100,"AWS, TensorFlow, Statistics",Master,8,Manufacturing,2024-04-14,2024-05-21,1872,6.2,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04671,AI Product Manager,68489,USD,MI,CT,China,S,China,0,"Hadoop, Spark, Linux",PhD,2,Finance,2024-12-17,2025-01-24,1403,7.2,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04674,AI Product Manager,88179,GBP,MI,FT,United Kingdom,L,United Kingdom,0,"Java, Kubernetes, Mathematics",Associate,4,Automotive,2024-04-10,2024-05-30,714,7.9,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04675,AI Architect,63023,USD,EN,CT,Australia,S,Australia,50,"R, Tableau, Azure",Bachelor,1,Telecommunications,2024-06-25,2024-07-10,996,9.8,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04677,AI Architect,74388,USD,MI,FT,China,M,China,50,"Data Visualization, Linux, Git, PyTorch, Java",Master,3,Real Estate,2024-04-14,2024-05-13,1111,6.9,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04679,Principal Data Scientist,129991,EUR,SE,CT,Germany,M,Germany,0,"Linux, TensorFlow, Spark, Docker",Associate,7,Government,2025-01-25,2025-02-08,947,8.1,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04681,AI Consultant,86360,USD,MI,PT,Denmark,S,Denmark,0,"Computer Vision, TensorFlow, PyTorch, GCP",Associate,2,Manufacturing,2024-04-13,2024-06-21,1047,8.5,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04686,AI Architect,204677,USD,EX,PT,Singapore,S,France,100,"Kubernetes, Python, Git, Data Visualization",Associate,17,Energy,2024-01-12,2024-02-28,1982,5.3,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04691,AI Product Manager,101450,USD,MI,PT,Canada,M,Switzerland,0,"Azure, Spark, Git",Associate,2,Gaming,2024-04-22,2024-05-31,1845,6.8,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04692,AI Specialist,135354,USD,SE,PT,Australia,L,Australia,50,"Tableau, Python, Kubernetes, Spark",Associate,5,Gaming,2024-11-20,2024-12-31,2140,7.6,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04702,Principal Data Scientist,76101,USD,EN,PT,Sweden,M,Sweden,100,"Data Visualization, Azure, Java, Docker",PhD,0,Finance,2024-05-27,2024-08-07,1475,5.9,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04704,AI Architect,75091,USD,SE,FL,China,S,India,100,"SQL, TensorFlow, GCP, MLOps, Linux",Associate,9,Consulting,2024-08-23,2024-09-15,1571,8.9,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04713,Principal Data Scientist,43989,USD,EN,FT,India,S,India,0,"MLOps, PyTorch, Python, Git, Azure",Master,1,Transportation,2024-09-30,2024-11-10,1794,8.0,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04714,AI Consultant,77459,USD,EN,CT,Australia,L,Australia,100,"MLOps, Kubernetes, Azure",PhD,1,Gaming,2024-03-18,2024-05-07,915,6.1,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04717,Principal Data Scientist,68167,USD,MI,FT,Australia,S,Canada,50,"Python, AWS, SQL, Data Visualization, TensorFlow",Master,2,Consulting,2024-06-02,2024-06-29,783,8.7,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04723,AI Consultant,79965,EUR,EN,PT,France,L,France,0,"Spark, Scala, Kubernetes",Master,0,Media,2024-07-19,2024-09-01,2350,5.4,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04725,AI Architect,59792,EUR,EN,CT,France,L,France,50,"Python, MLOps, TensorFlow, Mathematics, GCP",Bachelor,0,Manufacturing,2024-12-15,2025-01-29,2108,8.7,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04731,AI Specialist,96023,USD,EX,FL,India,S,Ireland,50,"Python, Java, PyTorch, Data Visualization, Mathematics",PhD,16,Gaming,2024-04-05,2024-05-14,2440,5.1,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04736,AI Software Engineer,107007,USD,SE,CT,South Korea,M,South Korea,0,"Mathematics, Java, SQL",Master,5,Energy,2025-02-28,2025-03-22,553,5.8,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04740,AI Product Manager,128919,USD,EX,FL,India,M,Austria,100,"Spark, Git, NLP",Master,12,Media,2024-11-14,2025-01-05,2270,6.9,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04741,AI Software Engineer,104524,USD,EX,CT,Finland,S,United Kingdom,100,"Spark, SQL, Computer Vision, NLP, AWS",Master,17,Consulting,2024-02-19,2024-03-13,897,7.0,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04742,AI Product Manager,172907,USD,SE,FL,Sweden,L,Sweden,100,"Scala, Python, Mathematics",PhD,5,Manufacturing,2024-12-21,2025-01-04,1842,5.2,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04743,AI Architect,187492,EUR,EX,FT,France,M,France,100,"Mathematics, Docker, Python",Bachelor,19,Gaming,2024-05-06,2024-07-12,1451,6.8,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04751,AI Software Engineer,53421,USD,EN,PT,Australia,S,Australia,50,"Java, GCP, Linux",Bachelor,1,Consulting,2024-06-16,2024-07-11,975,6.2,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04753,AI Architect,111674,USD,SE,FT,Austria,L,Denmark,0,"Hadoop, MLOps, Git",PhD,8,Government,2024-11-11,2024-12-28,995,5.2,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04755,AI Consultant,136515,EUR,SE,FL,France,M,Netherlands,100,"Deep Learning, Java, GCP",Bachelor,9,Consulting,2024-01-26,2024-03-27,1019,8.6,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04758,Principal Data Scientist,61582,USD,EN,PT,Ireland,L,Ireland,100,"Computer Vision, Mathematics, NLP, Scala, R",Associate,0,Technology,2024-09-10,2024-10-10,1924,7.0,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04759,AI Consultant,133038,EUR,SE,PT,France,L,France,100,"Kubernetes, PyTorch, SQL, NLP",Bachelor,8,Telecommunications,2024-07-05,2024-09-09,1831,7.7,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04760,AI Product Manager,105361,USD,EN,FT,Switzerland,L,China,50,"R, Azure, Python",Associate,1,Consulting,2024-09-01,2024-10-26,1974,5.2,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04762,AI Software Engineer,148524,USD,EX,FL,Austria,L,Austria,0,"Git, MLOps, Python",PhD,17,Healthcare,2025-03-18,2025-05-10,1570,9.0,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04763,AI Specialist,88895,USD,SE,FT,Canada,S,Canada,100,"PyTorch, Azure, Git, R",Associate,5,Media,2025-02-15,2025-03-09,1852,7.6,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04767,AI Product Manager,124367,USD,SE,PT,United States,M,United States,0,"MLOps, SQL, Statistics",Bachelor,8,Telecommunications,2024-01-23,2024-02-16,931,5.6,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04779,AI Consultant,140613,USD,MI,PT,Denmark,L,Denmark,50,"NLP, Computer Vision, SQL, Spark",Associate,3,Consulting,2024-09-17,2024-11-17,523,8.3,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04780,AI Software Engineer,66264,USD,MI,PT,Japan,L,China,50,"Python, Kubernetes, TensorFlow",Associate,3,Manufacturing,2024-09-09,2024-11-11,751,6.8,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04785,Principal Data Scientist,35517,USD,EN,PT,South Korea,S,South Korea,0,"NLP, R, SQL, Azure",Bachelor,1,Education,2024-04-18,2024-06-18,986,6.1,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04787,AI Software Engineer,51587,USD,EN,CT,Japan,M,Japan,100,"Python, Data Visualization, AWS",Master,1,Finance,2024-01-15,2024-03-10,2113,8.5,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04788,AI Architect,101733,USD,SE,CT,Israel,L,Israel,50,"R, Statistics, SQL, Data Visualization, Mathematics",Associate,9,Transportation,2025-01-29,2025-03-13,1381,9.5,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04789,AI Product Manager,159311,USD,EX,FL,Canada,S,Japan,100,"GCP, Git, MLOps, Azure, Java",Associate,15,Energy,2024-09-09,2024-10-15,1308,8.8,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04792,AI Software Engineer,48903,USD,EN,CT,South Korea,S,South Korea,50,"Docker, SQL, Data Visualization",Master,1,Government,2024-01-15,2024-03-19,1197,5.8,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04800,AI Specialist,76236,USD,MI,FT,South Korea,M,Sweden,100,"Kubernetes, Deep Learning, Azure, Python, Statistics",Bachelor,3,Real Estate,2024-06-13,2024-06-27,1291,9.7,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04801,AI Specialist,106139,USD,MI,FT,United States,M,United States,50,"MLOps, Tableau, Linux, Kubernetes",Associate,2,Government,2025-04-27,2025-06-12,1712,9.7,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04803,AI Consultant,111637,EUR,SE,FT,France,L,Denmark,0,"AWS, Deep Learning, Statistics",Master,7,Manufacturing,2024-04-25,2024-05-15,2271,6.1,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04816,AI Product Manager,156153,USD,EX,FT,Japan,S,China,0,"Docker, Tableau, R, Spark",Master,17,Real Estate,2024-05-16,2024-07-21,2402,5.4,Smart Analytics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04821,AI Software Engineer,76082,EUR,EN,FL,Netherlands,L,Netherlands,100,"Kubernetes, Deep Learning, Hadoop",PhD,1,Finance,2024-06-09,2024-07-18,638,9.7,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04823,AI Software Engineer,97742,EUR,MI,FT,Netherlands,L,Netherlands,100,"Git, MLOps, AWS, Deep Learning",Master,4,Energy,2024-05-20,2024-07-26,1703,6.7,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04837,AI Software Engineer,111722,EUR,MI,FL,Netherlands,M,Germany,0,"AWS, Git, NLP, Python",PhD,2,Real Estate,2024-07-06,2024-09-17,1204,8.7,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04838,AI Product Manager,131548,USD,EX,CT,Finland,L,Finland,50,"Scala, PyTorch, Computer Vision",Associate,13,Energy,2025-02-07,2025-04-02,669,8.9,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04839,AI Product Manager,137612,EUR,SE,CT,Germany,M,Germany,0,"Azure, PyTorch, Deep Learning",Bachelor,5,Retail,2025-01-10,2025-03-16,2257,5.1,Smart Analytics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI04841,AI Specialist,109392,USD,MI,FT,Denmark,S,Denmark,100,"Tableau, Azure, Hadoop, Python",Bachelor,2,Finance,2025-01-19,2025-02-28,1761,9.2,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04844,AI Specialist,96496,EUR,MI,PT,Germany,S,Ireland,0,"PyTorch, GCP, Java, Kubernetes",Bachelor,4,Media,2024-03-27,2024-05-18,1815,8.8,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI04846,AI Consultant,37181,USD,EN,FL,Finland,M,Finland,0,"Azure, Data Visualization, Java, PyTorch",Bachelor,1,Gaming,2024-09-02,2024-11-07,1513,9.7,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
